Step,rnd,unique
39,0.700,1.000
39,0.800,8.000
39,0.800,7.000
39,0.600,2.000
39,0.900,4.000
39,0.900,5.000
39,0.700,2.000
39,1.000,4.000
39,0.900,3.000
39,0.600,2.000
39,0.800,4.000
39,0.700,1.000
39,0.500,4.000
39,0.800,5.000
39,0.600,2.000
39,0.700,5.000
39,0.600,4.000
39,0.500,3.000
39,0.500,2.000
39,0.600,2.000
39,0.800,4.000
39,0.800,3.000
39,0.600,5.000
39,0.800,3.000
39,0.800,5.000
39,0.800,3.000
39,0.900,3.000
39,0.500,3.000
39,0.700,3.000
39,0.800,1.000
39,0.600,1.000
39,0.700,2.000
39,0.800,6.000
39,0.700,4.000
39,0.800,6.000
39,0.800,6.000
39,0.600,6.000
39,0.800,7.000
39,0.600,3.000
39,0.600,1.000
39,0.800,5.000
39,0.800,3.000
39,0.900,8.000
39,0.700,4.000
39,0.700,3.000
39,0.600,2.000
39,0.500,2.000
39,1.000,10.000
39,0.700,4.000
39,0.800,5.000
39,0.700,2.000
39,0.700,7.000
39,0.800,1.000
39,0.700,4.000
39,0.700,1.000
39,0.500,5.000
39,1.000,3.000
39,0.800,2.000
39,0.600,2.000
39,0.700,3.000
39,0.800,5.000
39,0.600,5.000
39,0.600,1.000
39,0.800,5.000
39,0.500,1.000
39,0.900,1.000
39,0.700,3.000
39,0.700,6.000
39,0.900,8.000
39,0.800,4.000
39,0.700,7.000
39,0.600,2.000
39,0.700,2.000
39,0.800,6.000
39,0.500,4.000
39,0.900,4.000
39,0.600,1.000
39,0.800,5.000
39,0.700,4.000
39,0.900,9.000
39,0.600,4.000
39,0.900,8.000
39,0.600,6.000
39,0.800,1.000
39,0.800,7.000
39,0.800,2.000
39,0.800,7.000
39,0.800,2.000
39,0.600,6.000
39,0.800,2.000
39,0.700,5.000
39,0.600,2.000
39,0.900,8.000
39,0.600,5.000
39,0.600,1.000
39,0.800,6.000
39,0.600,3.000
39,0.800,5.000
39,0.500,1.000
39,0.700,1.000
39,0.700,4.000
39,1.000,9.000
39,0.500,2.000
39,0.800,6.000
39,0.700,3.000
39,0.700,3.000
39,0.800,2.000
39,0.800,2.000
39,0.500,2.000
39,0.700,1.000
39,0.700,6.000
39,0.700,7.000
39,0.900,8.000
39,0.800,8.000
39,0.800,8.000
39,0.700,5.000
39,0.600,4.000
39,0.800,7.000
39,0.800,8.000
39,0.900,9.000
39,0.500,1.000
39,0.700,7.000
39,0.600,2.000
39,0.900,4.000
39,0.800,7.000
39,0.600,2.000
39,0.800,3.000
39,0.900,7.000
39,0.600,1.000
39,0.500,1.000
39,0.700,2.000
39,0.700,6.000
39,0.700,5.000
39,0.700,1.000
39,0.700,6.000
39,0.900,3.000
39,0.800,3.000
39,0.700,6.000
39,0.700,6.000
39,0.700,3.000
39,0.800,3.000
39,0.800,6.000
39,0.600,4.000
39,0.600,1.000
39,0.400,3.000
39,0.600,1.000
39,0.500,4.000
39,0.700,3.000
39,0.500,1.000
39,0.800,6.000
39,0.800,7.000
39,0.700,4.000
39,0.800,5.000
39,0.700,5.000
39,0.900,9.000
39,0.800,7.000
39,0.700,4.000
39,0.800,1.000
39,0.900,4.000
39,0.700,2.000
39,0.800,1.000
39,0.600,5.000
39,0.900,5.000
39,0.600,2.000
39,0.700,2.000
39,0.600,5.000
39,0.500,1.000
39,0.700,3.000
39,0.700,2.000
40,0.800,3.000
40,0.700,5.000
40,0.800,3.000
40,0.600,4.000
40,0.600,3.000
40,1.000,9.000
40,0.800,2.000
40,0.900,9.000
40,0.800,1.000
40,0.900,8.000
40,0.800,3.000
40,0.800,5.000
40,0.700,5.000
40,0.800,4.000
40,0.800,3.000
40,0.900,8.000
40,0.900,6.000
40,0.900,8.000
40,0.800,8.000
40,0.800,7.000
40,0.700,2.000
40,0.600,6.000
40,0.800,4.000
40,0.700,3.000
40,0.900,9.000
40,0.800,6.000
40,0.900,6.000
40,0.700,1.000
40,0.700,1.000
40,0.500,5.000
40,0.700,1.000
40,0.800,1.000
40,0.800,2.000
40,0.700,4.000
40,0.700,3.000
40,0.600,2.000
40,0.900,8.000
40,0.900,7.000
40,0.900,4.000
40,0.500,3.000
40,0.900,6.000
40,0.800,1.000
40,0.700,1.000
40,0.800,6.000
40,0.800,2.000
40,0.600,2.000
40,0.600,1.000
40,0.800,3.000
40,0.800,5.000
40,0.800,2.000
40,0.700,6.000
40,0.800,2.000
40,0.900,6.000
40,0.400,4.000
40,0.800,4.000
40,0.700,5.000
40,0.900,7.000
40,0.800,7.000
40,0.800,3.000
40,0.800,7.000
40,0.800,4.000
40,0.900,9.000
40,0.700,6.000
40,0.800,2.000
40,0.800,6.000
40,0.400,3.000
40,0.900,4.000
40,0.700,7.000
40,0.800,7.000
40,0.300,3.000
40,0.800,7.000
40,0.600,4.000
40,0.900,3.000
40,1.000,9.000
40,0.600,1.000
40,0.800,5.000
40,0.800,8.000
40,0.600,1.000
40,0.400,1.000
40,0.900,7.000
40,0.900,5.000
40,0.800,2.000
40,1.000,9.000
40,0.600,4.000
40,0.700,5.000
40,0.800,7.000
40,0.700,5.000
40,0.600,1.000
40,0.700,3.000
40,0.700,5.000
40,0.700,2.000
40,0.900,6.000
40,0.800,4.000
40,0.700,1.000
40,0.800,3.000
40,0.400,3.000
40,0.700,5.000
40,0.800,3.000
40,0.400,1.000
40,0.900,2.000
40,0.600,2.000
40,0.700,5.000
40,0.900,8.000
40,0.700,2.000
40,0.500,1.000
40,0.700,5.000
40,0.700,5.000
40,0.800,1.000
40,0.600,4.000
40,0.500,4.000
40,0.900,9.000
40,0.600,3.000
40,0.600,5.000
40,0.600,4.000
40,0.800,5.000
40,0.800,4.000
40,0.700,5.000
40,0.800,4.000
40,0.700,5.000
40,0.800,5.000
40,0.700,7.000
40,0.900,6.000
40,0.800,6.000
40,0.800,3.000
40,0.800,3.000
40,0.800,1.000
40,0.700,6.000
40,0.700,4.000
40,0.600,5.000
40,0.700,2.000
40,0.900,8.000
40,0.800,4.000
40,0.600,1.000
40,0.600,3.000
40,0.800,3.000
40,0.800,7.000
40,0.700,5.000
40,0.700,5.000
40,0.800,8.000
40,0.800,5.000
40,0.900,2.000
40,0.800,4.000
40,1.000,7.000
40,0.500,3.000
40,0.700,5.000
40,0.800,3.000
40,0.900,8.000
40,0.800,5.000
40,0.700,5.000
40,0.700,2.000
40,0.500,3.000
40,0.700,4.000
40,0.900,5.000
40,0.700,3.000
40,0.800,3.000
40,0.700,6.000
40,0.700,6.000
40,0.700,2.000
40,0.700,1.000
40,0.700,5.000
40,0.800,6.000
40,0.800,8.000
40,0.600,5.000
40,0.900,7.000
40,0.600,1.000
40,0.800,1.000
40,0.700,6.000
40,0.600,3.000
40,0.700,5.000
40,0.700,7.000
40,0.600,2.000
40,0.700,5.000
40,0.700,2.000
40,0.700,5.000
40,0.600,4.000
40,0.900,2.000
40,0.900,8.000
40,0.800,2.000
40,0.600,4.000
40,0.600,2.000
40,0.700,6.000
40,0.800,8.000
40,0.800,7.000
40,0.700,1.000
40,0.800,3.000
40,0.600,1.000
40,0.700,3.000
40,0.600,2.000
40,0.800,3.000
40,0.700,2.000
40,1.000,4.000
40,0.500,5.000
40,0.700,5.000
40,0.500,5.000
40,0.700,5.000
40,0.500,1.000
40,0.700,4.000
40,0.800,2.000
40,0.600,1.000
40,0.800,7.000
40,0.700,5.000
40,0.700,7.000
40,0.600,4.000
40,0.800,6.000
40,0.800,2.000
40,0.700,6.000
40,0.600,1.000
40,0.800,4.000
40,0.700,5.000
40,0.700,3.000
40,0.500,1.000
40,0.600,1.000
40,0.600,5.000
40,0.600,6.000
40,0.700,3.000
40,0.800,1.000
40,0.700,4.000
40,0.800,8.000
40,0.600,5.000
40,0.800,3.000
40,0.800,4.000
40,0.800,1.000
40,0.600,3.000
40,0.900,9.000
40,0.700,7.000
40,0.800,4.000
40,0.700,2.000
40,0.800,6.000
40,0.600,5.000
40,0.700,2.000
40,0.900,3.000
40,0.800,4.000
40,0.500,1.000
40,0.800,6.000
40,0.700,4.000
40,0.700,5.000
40,0.700,4.000
40,0.700,2.000
40,0.900,5.000
40,0.800,2.000
40,0.900,8.000
40,0.700,2.000
40,0.700,3.000
40,0.800,3.000
40,0.900,6.000
40,0.700,1.000
40,0.900,8.000
40,0.700,6.000
40,0.800,3.000
40,0.400,4.000
40,0.800,5.000
40,0.900,9.000
40,0.700,1.000
40,0.800,5.000
40,0.700,5.000
40,0.700,2.000
40,0.700,7.000
40,0.800,2.000
40,0.600,3.000
40,0.700,5.000
40,0.800,5.000
40,0.900,6.000
40,0.600,1.000
40,0.500,2.000
40,0.700,7.000
40,0.800,3.000
40,0.800,6.000
40,0.600,5.000
40,0.800,7.000
40,0.700,1.000
40,0.800,5.000
40,0.700,2.000
40,0.700,2.000
40,0.900,7.000
40,0.800,7.000
40,0.700,2.000
40,0.700,3.000
40,0.900,3.000
40,0.700,4.000
40,0.700,4.000
40,0.500,4.000
40,0.800,6.000
40,0.800,8.000
40,0.600,3.000
40,0.800,1.000
40,0.900,9.000
40,0.800,4.000
40,0.600,2.000
40,0.700,3.000
40,0.600,2.000
40,0.700,6.000
40,0.800,6.000
40,0.900,8.000
40,0.600,1.000
40,1.000,9.000
40,0.700,7.000
40,0.700,1.000
40,1.000,10.000
40,0.900,8.000
40,0.600,6.000
40,0.700,4.000
40,0.900,8.000
40,0.700,6.000
40,0.900,2.000
40,0.700,2.000
40,0.800,7.000
40,0.600,3.000
40,0.700,4.000
40,0.800,7.000
40,0.700,2.000
40,0.600,6.000
40,0.800,7.000
40,0.800,5.000
40,1.000,6.000
40,1.000,7.000
40,0.800,4.000
40,0.600,6.000
40,0.800,3.000
40,0.900,5.000
40,0.800,2.000
40,0.900,9.000
40,0.900,7.000
40,0.600,4.000
40,0.400,1.000
40,0.800,6.000
40,0.400,3.000
40,0.600,3.000
40,0.900,8.000
40,0.900,3.000
40,0.600,4.000
40,0.700,2.000
40,0.700,7.000
40,0.800,7.000
40,0.700,2.000
40,0.900,6.000
40,0.800,5.000
40,0.600,3.000
40,0.900,4.000
40,0.900,4.000
40,0.700,2.000
40,0.800,5.000
40,0.600,1.000
40,0.600,4.000
40,0.900,5.000
40,0.700,2.000
40,0.700,4.000
40,0.600,5.000
40,0.600,4.000
40,0.600,2.000
40,0.700,2.000
40,0.800,3.000
40,0.700,5.000
40,0.600,5.000
40,0.800,4.000
40,0.700,6.000
40,0.900,3.000
40,0.800,3.000
40,0.500,1.000
40,0.800,4.000
40,0.700,1.000
40,0.600,1.000
40,0.600,2.000
40,0.900,8.000
40,0.700,2.000
40,0.800,3.000
40,0.800,5.000
40,0.700,3.000
40,0.800,5.000
40,0.600,4.000
40,0.700,1.000
40,0.800,6.000
40,0.900,5.000
40,0.800,6.000
40,0.700,5.000
40,0.700,5.000
40,0.600,4.000
40,0.400,3.000
40,1.000,9.000
40,0.700,7.000
40,0.900,2.000
40,0.800,2.000
40,0.600,6.000
40,0.800,1.000
40,0.800,4.000
40,0.700,1.000
40,0.500,3.000
40,0.900,2.000
40,0.800,2.000
40,0.700,5.000
40,0.800,5.000
40,0.700,3.000
40,0.600,5.000
40,0.700,1.000
40,0.800,4.000
40,0.600,1.000
40,0.800,1.000
40,0.700,4.000
40,0.700,7.000
40,0.900,8.000
40,0.800,3.000
40,0.700,6.000
40,0.600,2.000
40,0.700,2.000
40,0.900,6.000
40,0.500,4.000
40,0.900,4.000
40,0.700,1.000
40,0.700,5.000
40,0.800,3.000
40,0.900,8.000
40,0.600,2.000
40,0.800,8.000
40,0.600,6.000
40,0.900,2.000
40,0.800,7.000
40,0.900,2.000
40,0.800,7.000
40,0.700,4.000
40,0.700,2.000
40,0.800,1.000
40,0.800,4.000
40,0.600,2.000
40,0.900,8.000
40,0.600,5.000
40,0.700,1.000
40,0.800,3.000
40,0.500,2.000
40,0.800,5.000
40,0.500,1.000
40,0.600,2.000
40,0.800,4.000
40,0.900,8.000
40,0.500,2.000
40,0.700,5.000
40,0.800,3.000
40,0.600,3.000
40,0.700,2.000
40,0.900,2.000
40,0.700,4.000
40,0.700,1.000
40,0.800,6.000
40,0.600,6.000
40,0.900,7.000
40,0.700,7.000
40,0.800,8.000
40,0.600,5.000
40,0.500,4.000
40,0.900,6.000
40,0.700,5.000
40,0.800,8.000
40,0.400,1.000
40,0.600,5.000
40,0.600,2.000
40,0.900,5.000
40,0.700,6.000
40,0.700,1.000
40,0.900,3.000
40,0.900,9.000
40,0.700,1.000
40,0.500,1.000
40,0.700,2.000
40,0.700,6.000
40,0.600,4.000
40,0.800,1.000
40,0.700,6.000
40,0.900,4.000
40,0.700,1.000
40,0.900,7.000
40,0.800,6.000
40,0.700,4.000
40,0.900,4.000
40,0.800,7.000
40,0.600,3.000
40,0.600,2.000
40,0.500,3.000
40,0.700,1.000
40,0.400,3.000
40,0.700,2.000
40,0.600,1.000
40,0.800,5.000
40,0.800,8.000
40,0.700,4.000
40,0.800,4.000
40,0.800,4.000
40,0.900,9.000
40,0.800,6.000
40,0.600,6.000
40,0.700,1.000
40,0.900,5.000
40,0.800,2.000
40,0.800,1.000
40,0.500,5.000
40,0.900,4.000
40,0.600,2.000
40,0.700,2.000
40,0.600,2.000
40,0.500,1.000
40,0.600,3.000
40,0.800,2.000
41,0.800,3.000
41,0.600,6.000
41,0.700,2.000
41,0.700,4.000
41,0.700,6.000
41,0.900,8.000
41,0.700,2.000
41,0.900,7.000
41,0.700,1.000
41,0.800,6.000
41,0.800,2.000
41,0.700,3.000
41,0.700,5.000
41,0.700,4.000
41,0.700,3.000
41,0.900,8.000
41,0.900,9.000
41,0.900,6.000
41,0.800,8.000
41,0.700,6.000
41,0.800,2.000
41,0.700,4.000
41,0.800,4.000
41,0.600,3.000
41,0.900,9.000
41,0.800,6.000
41,0.900,7.000
41,0.900,2.000
41,0.700,1.000
41,0.600,6.000
41,0.800,1.000
41,0.800,1.000
41,0.700,2.000
41,0.700,4.000
41,0.600,3.000
41,0.700,2.000
41,0.900,7.000
41,0.900,7.000
41,0.900,3.000
41,0.500,4.000
41,0.800,8.000
41,0.700,1.000
41,0.700,2.000
41,0.800,7.000
41,0.700,2.000
41,0.700,2.000
41,0.500,1.000
41,0.800,4.000
41,0.800,2.000
41,0.800,2.000
41,0.600,3.000
41,0.700,2.000
41,0.900,9.000
41,0.400,4.000
41,0.700,5.000
41,0.600,6.000
41,0.800,5.000
41,0.700,7.000
41,0.900,3.000
41,0.700,7.000
41,0.900,5.000
41,0.800,7.000
41,0.800,7.000
41,0.700,2.000
41,0.700,5.000
41,0.400,2.000
41,0.900,5.000
41,0.700,6.000
41,0.800,7.000
41,0.400,4.000
41,0.800,5.000
41,0.600,4.000
41,0.900,4.000
41,0.900,6.000
41,0.500,1.000
41,0.700,4.000
41,0.700,5.000
41,0.600,1.000
41,0.500,1.000
41,0.900,5.000
41,0.800,7.000
41,0.700,3.000
41,0.900,9.000
41,0.600,5.000
41,0.600,5.000
41,0.900,8.000
41,0.600,4.000
41,0.700,1.000
41,0.700,2.000
41,0.700,3.000
41,0.800,2.000
41,0.800,4.000
41,0.800,5.000
41,0.700,1.000
41,0.800,4.000
41,0.500,4.000
41,0.700,3.000
41,0.900,4.000
41,0.500,2.000
41,0.800,1.000
41,0.600,2.000
41,0.700,3.000
41,0.800,7.000
41,0.700,2.000
41,0.600,2.000
41,0.700,5.000
41,0.700,4.000
41,0.700,1.000
41,0.600,5.000
41,0.500,3.000
41,0.900,8.000
41,0.700,3.000
41,0.700,6.000
41,0.800,5.000
41,0.800,5.000
41,0.700,4.000
41,0.700,7.000
41,0.800,4.000
41,0.800,7.000
41,0.900,5.000
41,0.700,6.000
41,0.800,5.000
41,0.900,7.000
41,0.800,4.000
41,0.700,3.000
41,0.900,1.000
41,0.700,6.000
41,0.600,4.000
41,0.800,8.000
41,0.600,3.000
41,0.900,8.000
41,0.900,4.000
41,0.700,1.000
41,0.600,3.000
41,0.800,3.000
41,0.900,8.000
41,0.700,4.000
41,0.700,3.000
41,0.700,7.000
41,0.800,4.000
41,0.800,2.000
41,0.700,5.000
41,1.000,5.000
41,0.600,5.000
41,0.700,3.000
41,0.800,3.000
41,0.800,6.000
41,0.800,5.000
41,0.700,6.000
41,0.700,2.000
41,0.600,4.000
41,0.600,5.000
41,0.800,5.000
41,0.700,4.000
41,0.800,3.000
41,0.700,6.000
41,0.800,7.000
41,0.700,3.000
41,0.600,1.000
41,0.700,5.000
41,0.800,5.000
41,0.700,7.000
41,0.500,3.000
41,0.900,9.000
41,0.600,2.000
41,0.800,1.000
41,0.800,8.000
41,0.500,3.000
41,0.700,6.000
41,0.600,4.000
41,0.700,4.000
41,0.800,6.000
41,0.600,3.000
41,0.600,4.000
41,0.600,4.000
41,0.800,1.000
41,0.800,8.000
41,0.900,2.000
41,0.500,3.000
41,0.500,1.000
41,0.700,5.000
41,0.900,7.000
41,0.800,5.000
41,0.700,1.000
41,0.700,3.000
41,0.700,1.000
41,0.700,3.000
41,0.600,1.000
41,0.900,4.000
41,0.800,1.000
41,1.000,4.000
41,0.500,4.000
41,0.600,5.000
41,0.500,5.000
41,0.600,4.000
41,0.600,1.000
41,0.600,4.000
41,0.800,4.000
41,0.600,1.000
41,0.900,6.000
41,0.800,3.000
41,0.600,4.000
41,0.700,5.000
41,0.800,5.000
41,0.900,2.000
41,0.600,6.000
41,0.500,1.000
41,0.800,3.000
41,0.800,7.000
41,0.700,2.000
41,0.600,1.000
41,0.500,1.000
41,0.500,5.000
41,0.600,5.000
41,0.700,4.000
41,0.800,1.000
41,0.700,6.000
41,0.800,7.000
41,0.600,6.000
41,0.800,4.000
41,0.800,6.000
41,0.700,1.000
41,0.600,5.000
41,0.900,7.000
41,0.700,5.000
41,0.800,5.000
41,0.700,3.000
41,0.600,1.000
41,0.700,6.000
41,0.700,2.000
41,0.900,3.000
41,0.800,5.000
41,0.600,2.000
41,0.900,6.000
41,0.600,2.000
41,0.700,6.000
41,0.600,6.000
41,0.800,2.000
41,0.800,6.000
41,0.800,2.000
41,0.900,6.000
41,0.800,3.000
41,0.600,4.000
41,0.900,3.000
41,0.800,5.000
41,0.700,1.000
41,0.900,7.000
41,0.600,5.000
41,0.800,5.000
41,0.400,4.000
41,0.900,6.000
41,0.800,8.000
41,0.700,1.000
41,0.800,7.000
41,0.700,4.000
41,0.900,3.000
41,0.700,4.000
41,0.900,1.000
41,0.600,4.000
41,0.800,6.000
41,0.800,5.000
41,0.900,8.000
41,0.500,1.000
41,0.500,2.000
41,0.700,5.000
41,0.700,3.000
41,0.800,8.000
41,0.700,5.000
41,0.800,7.000
41,0.700,2.000
41,0.700,5.000
41,0.800,5.000
41,0.600,1.000
41,0.800,7.000
41,0.800,7.000
41,0.700,2.000
41,0.700,3.000
41,0.800,2.000
41,0.600,5.000
41,0.600,6.000
41,0.400,4.000
41,0.900,7.000
41,0.700,7.000
41,0.500,3.000
41,0.900,1.000
41,0.900,8.000
41,0.700,3.000
41,0.500,1.000
41,0.600,6.000
41,0.600,2.000
41,0.700,6.000
41,0.800,6.000
41,0.900,9.000
41,0.700,2.000
41,1.000,6.000
41,0.700,6.000
41,0.600,1.000
41,1.000,10.000
41,1.000,8.000
41,0.500,5.000
41,0.700,4.000
41,0.900,8.000
41,0.600,4.000
41,0.900,2.000
41,0.700,2.000
41,0.800,7.000
41,0.700,3.000
41,0.800,4.000
41,0.700,5.000
41,0.700,3.000
41,0.700,6.000
41,0.800,8.000
41,0.700,5.000
41,0.900,6.000
41,0.900,5.000
41,0.600,2.000
41,0.800,8.000
41,0.900,6.000
41,0.800,4.000
41,0.700,5.000
41,0.900,7.000
41,0.900,5.000
41,0.500,4.000
41,0.500,1.000
41,0.700,5.000
41,0.400,4.000
41,0.700,7.000
41,1.000,6.000
41,1.000,3.000
41,0.700,5.000
41,0.600,2.000
41,0.700,5.000
41,0.800,7.000
41,0.800,2.000
41,0.900,4.000
41,0.800,5.000
41,0.500,2.000
41,0.800,2.000
41,0.900,4.000
41,0.700,2.000
41,0.700,4.000
41,0.700,1.000
41,0.500,5.000
41,0.900,6.000
41,0.700,2.000
41,0.700,4.000
41,0.700,6.000
41,0.600,5.000
41,0.700,3.000
41,0.600,2.000
41,0.900,4.000
41,0.800,4.000
41,0.600,4.000
41,0.800,3.000
41,0.600,6.000
41,0.800,3.000
41,0.800,3.000
41,0.600,2.000
41,0.700,3.000
41,0.700,2.000
41,0.600,1.000
41,0.700,2.000
41,1.000,8.000
41,0.800,3.000
41,0.700,3.000
41,0.700,2.000
41,0.600,4.000
41,0.900,8.000
41,0.700,6.000
41,0.600,1.000
41,0.800,6.000
41,0.900,3.000
41,0.800,5.000
41,0.800,6.000
41,0.800,4.000
41,0.600,4.000
41,0.400,3.000
41,0.900,9.000
41,0.700,4.000
41,0.900,2.000
41,0.700,2.000
41,0.700,6.000
41,0.700,1.000
41,0.900,1.000
41,0.600,1.000
41,0.500,4.000
41,0.900,2.000
41,0.700,2.000
41,0.700,4.000
41,0.700,3.000
41,0.800,2.000
41,0.500,4.000
41,0.700,1.000
41,0.700,4.000
41,0.600,1.000
41,0.700,1.000
41,0.700,6.000
41,0.700,7.000
41,0.900,7.000
41,0.800,4.000
41,0.700,5.000
41,0.600,2.000
41,0.700,2.000
41,0.900,7.000
41,0.500,5.000
41,0.900,5.000
41,0.700,1.000
41,0.700,5.000
41,0.700,2.000
41,0.900,9.000
41,0.600,4.000
41,1.000,7.000
41,0.600,5.000
41,0.800,2.000
41,0.900,7.000
41,0.800,2.000
41,0.800,6.000
41,0.800,3.000
41,0.800,3.000
41,0.700,1.000
41,0.700,2.000
41,0.600,3.000
41,0.800,7.000
41,0.700,7.000
41,0.700,1.000
41,0.800,4.000
41,0.600,4.000
41,0.700,5.000
41,0.600,1.000
41,0.600,2.000
41,0.700,2.000
41,0.800,6.000
41,0.600,2.000
41,0.800,8.000
41,0.700,4.000
41,0.700,2.000
41,0.700,2.000
41,0.800,2.000
41,0.600,2.000
41,0.700,1.000
41,0.800,5.000
41,0.700,7.000
41,0.900,9.000
41,0.700,6.000
41,0.900,9.000
41,0.600,6.000
41,0.600,3.000
41,0.900,9.000
41,0.700,7.000
41,0.700,7.000
41,0.600,2.000
41,0.500,3.000
41,0.500,1.000
41,0.900,3.000
41,0.800,7.000
41,0.600,2.000
41,0.800,3.000
41,0.800,6.000
41,0.700,1.000
41,0.500,1.000
41,0.700,2.000
41,0.800,8.000
41,0.700,3.000
41,0.900,2.000
41,0.700,7.000
41,0.900,3.000
41,0.800,1.000
41,1.000,8.000
41,0.800,8.000
41,0.800,2.000
41,0.800,4.000
41,0.900,8.000
41,0.600,4.000
41,0.700,2.000
41,0.500,2.000
41,0.700,1.000
41,0.500,3.000
41,0.600,1.000
41,0.700,1.000
41,0.700,1.000
41,0.700,5.000
41,0.700,4.000
41,0.900,4.000
41,0.800,5.000
41,1.000,10.000
41,0.800,8.000
41,0.700,5.000
41,0.600,1.000
41,0.900,5.000
41,0.700,2.000
41,0.800,1.000
41,0.500,5.000
41,0.900,5.000
41,0.500,1.000
41,0.800,3.000
41,0.600,2.000
41,0.600,1.000
41,0.600,3.000
41,0.900,2.000
42,0.800,3.000
42,0.600,5.000
42,0.700,3.000
42,0.700,2.000
42,0.800,7.000
42,0.800,8.000
42,0.700,2.000
42,0.900,9.000
42,0.800,1.000
42,0.800,8.000
42,0.700,4.000
42,0.700,4.000
42,0.700,4.000
42,0.600,5.000
42,0.600,2.000
42,0.900,8.000
42,0.800,7.000
42,1.000,7.000
42,0.900,7.000
42,0.700,5.000
42,0.800,2.000
42,0.700,6.000
42,0.900,4.000
42,0.600,4.000
42,0.900,6.000
42,0.800,5.000
42,0.900,6.000
42,0.800,1.000
42,0.700,1.000
42,0.600,3.000
42,0.700,1.000
42,0.800,1.000
42,0.800,2.000
42,0.600,1.000
42,0.700,3.000
42,0.600,2.000
42,0.900,4.000
42,0.900,5.000
42,0.800,4.000
42,0.600,3.000
42,0.800,6.000
42,0.800,1.000
42,0.600,3.000
42,0.800,6.000
42,0.600,2.000
42,0.600,2.000
42,0.500,1.000
42,0.700,3.000
42,0.800,5.000
42,0.800,2.000
42,0.600,6.000
42,0.700,2.000
42,0.900,9.000
42,0.500,5.000
42,0.600,3.000
42,0.600,5.000
42,0.700,6.000
42,0.700,6.000
42,0.800,3.000
42,0.700,6.000
42,0.800,4.000
42,0.800,5.000
42,0.700,6.000
42,0.700,2.000
42,0.600,3.000
42,0.500,4.000
42,0.900,5.000
42,0.700,7.000
42,0.800,8.000
42,0.500,4.000
42,0.700,3.000
42,0.600,4.000
42,0.900,3.000
42,0.700,4.000
42,0.400,1.000
42,0.700,5.000
42,0.600,5.000
42,0.500,1.000
42,0.700,2.000
42,0.800,3.000
42,0.800,6.000
42,0.600,2.000
42,0.900,7.000
42,0.600,3.000
42,0.600,4.000
42,0.900,9.000
42,0.700,4.000
42,0.900,2.000
42,0.600,2.000
42,0.600,2.000
42,0.900,3.000
42,0.800,6.000
42,0.900,8.000
42,0.700,2.000
42,0.800,2.000
42,0.700,7.000
42,0.700,5.000
42,0.800,4.000
42,0.500,2.000
42,0.700,1.000
42,0.700,2.000
42,0.600,5.000
42,0.800,6.000
42,0.700,2.000
42,0.700,2.000
42,0.700,5.000
42,0.700,6.000
42,0.700,1.000
42,0.600,5.000
42,0.500,5.000
42,0.800,8.000
42,0.700,3.000
42,0.800,6.000
42,0.700,5.000
42,0.800,4.000
42,0.600,4.000
42,0.700,4.000
42,0.800,4.000
42,0.900,7.000
42,0.800,4.000
42,0.700,6.000
42,0.800,5.000
42,0.900,7.000
42,0.800,3.000
42,0.800,3.000
42,0.800,1.000
42,0.600,4.000
42,0.700,3.000
42,0.800,6.000
42,0.700,1.000
42,0.900,8.000
42,0.800,5.000
42,0.800,1.000
42,0.700,3.000
42,0.800,2.000
42,0.800,7.000
42,0.700,4.000
42,0.800,4.000
42,0.700,7.000
42,0.800,4.000
42,0.900,1.000
42,0.600,3.000
42,0.900,6.000
42,0.600,4.000
42,0.700,4.000
42,0.900,5.000
42,0.800,6.000
42,0.700,4.000
42,0.700,6.000
42,0.800,2.000
42,0.600,4.000
42,0.600,3.000
42,0.700,7.000
42,0.700,4.000
42,0.700,3.000
42,0.600,5.000
42,0.900,6.000
42,0.900,4.000
42,0.500,1.000
42,0.800,6.000
42,0.800,5.000
42,0.700,6.000
42,0.500,3.000
42,0.800,8.000
42,0.600,2.000
42,0.700,1.000
42,0.800,7.000
42,0.600,3.000
42,0.700,5.000
42,0.500,4.000
42,0.800,4.000
42,0.900,5.000
42,0.600,2.000
42,0.700,4.000
42,0.600,3.000
42,0.800,3.000
42,0.800,8.000
42,0.900,2.000
42,0.400,4.000
42,0.600,1.000
42,0.700,4.000
42,0.900,8.000
42,0.800,5.000
42,0.600,1.000
42,0.700,3.000
42,0.600,1.000
42,0.700,3.000
42,0.700,1.000
42,0.900,6.000
42,0.700,1.000
42,1.000,4.000
42,0.700,4.000
42,0.500,4.000
42,0.600,5.000
42,0.600,3.000
42,0.700,1.000
42,0.600,2.000
42,0.800,3.000
42,0.600,1.000
42,1.000,3.000
42,0.900,4.000
42,0.600,5.000
42,0.600,3.000
42,0.800,6.000
42,1.000,2.000
42,0.600,6.000
42,0.600,1.000
42,0.700,2.000
42,0.900,8.000
42,0.800,2.000
42,0.700,1.000
42,0.600,1.000
42,0.500,4.000
42,0.700,6.000
42,0.700,4.000
42,0.800,2.000
42,0.800,4.000
42,0.800,7.000
42,0.500,4.000
42,0.700,3.000
42,0.900,6.000
42,0.600,1.000
42,0.600,4.000
42,0.900,9.000
42,0.800,5.000
42,0.800,4.000
42,0.700,2.000
42,0.600,1.000
42,0.600,5.000
42,0.700,2.000
42,0.800,2.000
42,0.700,3.000
