Problem,NrFeat,Model,Training.Rho,NTrain,Validation.Rho,NTest,Dimension,Track,Scaled,Prob,Validation.Acc,Training.Acc
f.rnd,3,69,17.42623,268,17.75376,177,10x10,OPT,FALSE,equal,67.98,68.37
f.rnd,3,7,30.70694,268,31.08948,177,10x10,OPT,FALSE,equal,69.44,69.84
f.rnd,3,70,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,65.87,66.57
f.rnd,3,71,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,61.85,63.03
f.rnd,3,72,21.86333,268,22.73876,177,10x10,OPT,FALSE,equal,69.55,69.87
f.rnd,3,73,28.0252,268,27.29713,177,10x10,OPT,FALSE,equal,63.58,64.52
f.rnd,3,74,22.57554,268,22.2889,177,10x10,OPT,FALSE,equal,69.5,69.85
f.rnd,3,75,24.83139,268,24.20357,177,10x10,OPT,FALSE,equal,67.35,67.93
f.rnd,3,76,27.88189,268,27.48293,177,10x10,OPT,FALSE,equal,63.59,64.51
f.rnd,3,77,25.22416,268,23.9739,177,10x10,OPT,FALSE,equal,62.89,64.02
f.rnd,3,78,35.42919,268,36.05343,177,10x10,OPT,FALSE,equal,71.83,72.34
f.rnd,3,79,24.45265,268,23.95524,177,10x10,OPT,FALSE,equal,67.93,68.76
f.rnd,3,8,20.67728,268,20.59369,177,10x10,OPT,FALSE,equal,70.27,70.42
f.rnd,3,80,16.71664,268,17.41369,177,10x10,OPT,FALSE,equal,74.45,74.88
f.rnd,3,81,24.45265,268,23.95524,177,10x10,OPT,FALSE,equal,66.17,66.85
f.rnd,3,82,24.45265,268,23.95524,177,10x10,OPT,FALSE,equal,66.13,66.6
f.rnd,3,83,25.23674,268,23.97709,177,10x10,OPT,FALSE,equal,65.87,66.57
f.rnd,3,84,24.83139,268,24.20357,177,10x10,OPT,FALSE,equal,67.35,67.93
f.rnd,3,85,34.73098,268,34.74985,177,10x10,OPT,FALSE,equal,64.63,65.1
f.rnd,3,86,34.57067,268,34.52062,177,10x10,OPT,FALSE,equal,64.63,65.1
f.rnd,3,87,34.58871,268,34.5638,177,10x10,OPT,FALSE,equal,64.63,65.1
f.rnd,3,88,26.53271,268,27.93055,177,10x10,OPT,FALSE,equal,70.22,70.65
f.rnd,3,89,26.62834,268,27.63157,177,10x10,OPT,FALSE,equal,70.25,70.66
f.rnd,3,9,26.39394,268,25.87128,177,10x10,OPT,FALSE,equal,64.64,65.68
f.rnd,3,90,17.73953,268,17.84556,177,10x10,OPT,FALSE,equal,70.18,70.71
f.rnd,3,91,31.37621,268,31.4981,177,10x10,OPT,FALSE,equal,69.42,69.8
f.rnd,3,92,31.27804,268,31.91145,177,10x10,OPT,FALSE,equal,69.43,69.8
